order,note_id,status,front_text,tokens,new_tokens
628,1773827028594,KEEP,Aku akan tetap tenang menghadapi masalah ini,akan | aku | ini | masalah | menghadapi | tenang | tetap,menghadapi
629,1773827041760,KEEP,Perangkat ini belum terkoneksi ke jaringan,belum | ini | jaringan | ke | perangkat | terkoneksi,jaringan | perangkat | terkoneksi
630,1773827051207,KEEP,Apakah jaringan ini akan stabil malam nanti?,akan | apakah | ini | jaringan | malam | nanti | stabil,stabil
631,1773827062571,KEEP,Perangkat lama itu tidak bisa digunakan lagi,bisa | digunakan | itu | lagi | lama | perangkat | tidak,digunakan
632,1773827082489,KEEP,Kondisinya sudah stabil setelah perawatan kemarin,kemarin | kondisinya | perawatan | setelah | stabil | sudah,kondisinya | perawatan
633,1773827105615,KEEP,Aku sedang menjalani perawatan rutin bulan ini,aku | bulan | ini | menjalani | perawatan | rutin | sedang,menjalani | rutin
634,1773827127469,KEEP,Apakah kamu sudah rutin olahraga akhir-akhir ini?,akhir-akhir | apakah | ini | kamu | olahraga | rutin | sudah,akhir-akhir
635,1773827602863,KEEP,Mereka akan membangun rumah baru tahun depan,akan | baru | depan | membangun | mereka | rumah | tahun,membangun
636,1773827623971,KEEP,Aku belum bangun sampai siang tadi,aku | bangun | belum | sampai | siang | tadi,siang
637,1773827629750,KEEP,Aku tidak akan membangun bisnis sendirian,akan | aku | bisnis | membangun | sendirian | tidak,bisnis
638,1773827645535,KEEP,Bisnis kecil itu belum berkembang dengan baik,baik | belum | berkembang | bisnis | dengan | itu | kecil,berkembang
639,1773827668481,KEEP,Apakah ide ini bisa berkembang lebih jauh?,apakah | berkembang | bisa | ide | ini | jauh | lebih,ide
640,1773827752721,KEEP,Dia akan blak-blakan soal masalah itu nanti,akan | blak-blakan | dia | itu | masalah | nanti | soal,blak-blakan
641,1773827960256,KEEP,Gaya arsitektur itu bukan kolonial modern,arsitektur | bukan | gaya | itu | kolonial | modern,arsitektur | gaya | modern
642,1773827977337,KEEP,Aku ingin ubah gaya rambut besok,aku | besok | gaya | ingin | rambut | ubah,rambut | ubah
643,1773828029298,KEEP,Aku belum pernah melihat gajah liar langsung,aku | belum | gajah | langsung | liar | melihat | pernah,gajah
644,1773828048164,KEEP,Dia langsung menjawab tanpa berpikir lama,berpikir | dia | lama | langsung | menjawab | tanpa,berpikir
645,1773828055023,KEEP,Lapisan cat itu belum kering sempurna,belum | cat | itu | kering | lapisan | sempurna,cat
646,1773828067138,KEEP,Hasilnya tidak sempurna tapi cukup baik,baik | cukup | hasilnya | sempurna | tapi | tidak,tapi
647,1773828205073,KEEP,Dinding itu akan dicat ulang minggu depan,akan | depan | dicat | dinding | itu | minggu | ulang,dicat | ulang
648,1773828365801,KEEP,Aku membeli sebuah buku langka kemarin,aku | buku | kemarin | langka | membeli | sebuah,langka | sebuah
649,1773828429066,KEEP,Kami belum sepakat tentang rencana itu,belum | itu | kami | rencana | sepakat | tentang,sepakat
650,1773828455403,KEEP,Diskusi itu tidak berjalan lancar kemarin,berjalan | diskusi | itu | kemarin | lancar | tidak,lancar
651,1773828462057,KEEP,Apakah kamu tahu tentang perubahan aturan baru?,apakah | aturan | baru | kamu | perubahan | tahu | tentang,perubahan
652,1773828485495,KEEP,Semua rencana itu akan berhasil jika konsisten,akan | berhasil | itu | jika | konsisten | rencana | semua,berhasil | konsisten
653,1773828494568,KEEP,Aku belum bisa konsisten menjaga kebiasaan baru,aku | baru | belum | bisa | kebiasaan | konsisten | menjaga,kebiasaan
654,1773828505822,KEEP,Kebiasaan buruk itu sudah berubah perlahan,berubah | buruk | itu | kebiasaan | perlahan | sudah,buruk
655,1773828517000,KEEP,Cuaca hari ini tidak seburuk kemarin,cuaca | hari | ini | kemarin | seburuk | tidak,seburuk
656,1773828528561,KEEP,Apakah keputusan itu akan berdampak buruk nanti?,akan | apakah | berdampak | buruk | itu | keputusan | nanti,berdampak
657,1773828541499,KEEP,Keputusan itu belum berdampak besar sejauh ini,belum | berdampak | besar | ini | itu | keputusan | sejauh,sejauh
658,1773828553786,KEEP,Sejauh ini aku belum melihat hasil nyata,aku | belum | hasil | ini | melihat | nyata | sejauh,nyata
659,1773828573802,KEEP,Aku merasa nyaman tinggal di sini sekarang,aku | di | merasa | nyaman | sekarang | sini | tinggal,nyaman
660,1773828610901,KEEP,Aku juga akan ikut pergi bersama mereka,akan | aku | bersama | ikut | juga | mereka | pergi,ikut
661,1773828623842,KEEP,Dia membaca buku dan menulis catatan malam ini,buku | catatan | dan | dia | ini | malam | membaca | menulis,catatan | menulis
662,1773828659102,KEEP,Aku ingin menjadi lebih sabar ke depannya,aku | depannya | ingin | ke | lebih | menjadi | sabar,depannya
663,1773828679072,KEEP,Aku terlambat karena macet parah tadi,aku | karena | macet | parah | tadi | terlambat,macet | parah
664,1773828692398,KEEP,Kerusakannya belum parah setelah kejadian itu,belum | itu | kejadian | kerusakannya | parah | setelah,kerusakannya
665,1773828734997,KEEP,Aku masih ingat wajahnya sampai sekarang,aku | ingat | masih | sampai | sekarang | wajahnya,wajahnya
666,1773828755840,KEEP,Aku akan ingat nasihatmu selamanya,akan | aku | ingat | nasihatmu | selamanya,nasihatmu
667,1773828765075,KEEP,Dia belum ingat nama temanku tadi,belum | dia | ingat | nama | tadi | temanku,nama | temanku
668,1773828780869,KEEP,Ingat untuk membawa kunci sebelum keluar,ingat | keluar | kunci | membawa | sebelum | untuk,keluar
669,1773828817938,KEEP,Aku pernah ingat lagu itu dengan jelas,aku | dengan | ingat | itu | jelas | lagu | pernah,lagu
670,1773828836539,KEEP,Dia akan ingat momen ini sepanjang hidupnya,akan | dia | hidupnya | ingat | ini | momen | sepanjang,hidupnya | momen
671,1773828855694,KEEP,Aku tidak mengenali wajah itu tadi,aku | itu | mengenali | tadi | tidak | wajah,mengenali | wajah
672,1773828863802,KEEP,Apakah kamu sudah memeriksa detail pesanan ini?,apakah | detail | ini | kamu | memeriksa | pesanan | sudah,pesanan
673,1773828887200,KEEP,Lagu itu sedang diputar di radio sekarang,di | diputar | itu | lagu | radio | sedang | sekarang,diputar | radio
674,1773828910190,KEEP,Aku tidak mengenali suaranya di telepon tadi,aku | di | mengenali | suaranya | tadi | telepon | tidak,telepon
675,1773828976242,KEEP,Kondisinya belum membaik sejak kemarin malam,belum | kemarin | kondisinya | malam | membaik | sejak,membaik
676,1773828987566,KEEP,Kualitas produk ini akan meningkat tahun depan,akan | depan | ini | kualitas | meningkat | produk | tahun,produk
677,1773829001462,KEEP,Kulitku belum pulih sepenuhnya setelah luka itu,belum | itu | kulitku | luka | pulih | sepenuhnya | setelah,luka | pulih
678,1773829011957,KEEP,Dia akan pulih lebih cepat dengan istirahat cukup,akan | cepat | cukup | dengan | dia | istirahat | lebih | pulih,istirahat
679,1773829017015,KEEP,Luka itu belum sembuh meskipun sudah dirawat,belum | dirawat | itu | luka | meskipun | sembuh | sudah,dirawat | meskipun
680,1773829053479,KEEP,Aku harus istirahat agar cepat pulih,agar | aku | cepat | harus | istirahat | pulih,agar
681,1773829058095,KEEP,Dia belum keluar dari rumah sakit sejak operasi,belum | dari | dia | keluar | operasi | rumah | sakit | sejak,operasi
682,1773829111220,KEEP,Privasi kamu harus tetap dijaga dengan baik,baik | dengan | dijaga | harus | kamu | privasi | tetap,dijaga | privasi
683,1773829126676,KEEP,Situasinya tidak terlalu kacau seperti yang terlihat,kacau | seperti | situasinya | terlalu | terlihat | tidak | yang,situasinya
684,1773829164939,KEEP,Aku sudah capek bekerja seharian ini,aku | bekerja | capek | ini | seharian | sudah,capek
685,1773829175077,KEEP,Cowok itu tidak terlalu tinggi dibanding temannya,cowok | dibanding | itu | temannya | terlalu | tidak | tinggi,cowok | dibanding | tinggi
686,1773829183965,KEEP,Apakah cewek itu sudah pergi dari sini?,apakah | cewek | dari | itu | pergi | sini | sudah,cewek
687,1773829223918,KEEP,Harga ini lebih murah dibanding toko sebelah,dibanding | harga | ini | lebih | murah | sebelah | toko,sebelah
688,1773829248459,KEEP,Toko itu berada di sebelah rumahku sekarang,berada | di | itu | rumahku | sebelah | sekarang | toko,berada
689,1773829256824,KEEP,Aku tidak mau belah kayu itu sendirian,aku | belah | itu | kayu | mau | sendirian | tidak,belah | kayu | mau
690,1773829276408,KEEP,Kayu itu sudah dipotong menjadi beberapa bagian,bagian | beberapa | dipotong | itu | kayu | menjadi | sudah,bagian | beberapa | dipotong
691,1773829298262,KEEP,Awal cerita itu tidak terlalu menarik bagiku,awal | bagiku | cerita | itu | menarik | terlalu | tidak,menarik
692,1773829341600,KEEP,Biaya tambahan itu akan dihitung nanti,akan | biaya | dihitung | itu | nanti | tambahan,dihitung | tambahan
693,1773829353210,KEEP,Aku belum membayar pajak kendaraan tahun ini,aku | belum | ini | kendaraan | membayar | pajak | tahun,kendaraan
694,1773829360103,KEEP,Total biayanya sudah dihitung sejak kemarin,biayanya | dihitung | kemarin | sejak | sudah | total,biayanya | total
695,1773829415005,KEEP,Aku tidak ingin mengulang kesalahan lampau lagi,aku | ingin | kesalahan | lagi | lampau | mengulang | tidak,kesalahan | lampau | mengulang
696,1773829464589,KEEP,Gimana kamu bisa menyelesaikan masalah itu?,bisa | gimana | itu | kamu | masalah | menyelesaikan,gimana
697,1773829494104,KEEP,Pria itu tidak bekerja di sini lagi,bekerja | di | itu | lagi | pria | sini | tidak,pria
698,1773909725590,KEEP,Aku tidak mau ikut pula,aku | ikut | mau | pula | tidak,pula
699,1773909734139,KEEP,"Aku sudah lelah, lagipula hujan deras",aku | deras | hujan | lagipula | lelah | sudah,lagipula
700,1773909755330,KEEP,Dia belum berani bicara jujur,belum | berani | bicara | dia | jujur,berani
701,1773909814472,KEEP,Aku sedang bekerja keras kini,aku | bekerja | keras | kini | sedang,kini
702,1773909846210,KEEP,Aku belum fasih berbicara Jepang,aku | belum | berbicara | fasih | jepang,fasih | jepang
703,1773909889801,KEEP,Dia akan berbahasa Indonesia dengan lancar,akan | berbahasa | dengan | dia | indonesia | lancar,berbahasa
704,1773909911371,KEEP,Apakah penjelasanmu cukup singkat?,apakah | cukup | penjelasanmu | singkat,singkat
705,1773909920926,KEEP,Aku sedang mencoba variasi baru resep,aku | baru | mencoba | resep | sedang | variasi,variasi
706,1773909956698,KEEP,Kemarin aku bikin kue cokelat sendiri,aku | bikin | cokelat | kemarin | kue | sendiri,bikin | cokelat
707,1773909967367,KEEP,Aku tidak suka kue terlalu manis,aku | kue | manis | suka | terlalu | tidak,manis
708,1773909985985,KEEP,Dia makin cepat memahami pelajaran,cepat | dia | makin | memahami | pelajaran,makin | pelajaran
709,1773910024732,KEEP,Masih tersisa sedikit waktu sebelum berangkat,berangkat | masih | sebelum | sedikit | tersisa | waktu,sedikit | tersisa
710,1773910185386,KEEP,Pemahamanmu tentang topik itu makin dalam,dalam | itu | makin | pemahamanmu | tentang | topik,pemahamanmu | topik
711,1773910207010,KEEP,Dia belum masuk dalam daftar peserta,belum | daftar | dalam | dia | masuk | peserta,daftar | peserta
712,1773910226284,KEEP,Para peserta akan berkumpul besok pagi,akan | berkumpul | besok | pagi | para | peserta,berkumpul
713,1773910231083,KEEP,Namaku tidak ada dalam daftar itu,ada | daftar | dalam | itu | namaku | tidak,namaku
714,1773910256987,KEEP,Aku akan dapatkan tiket itu nanti,akan | aku | dapatkan | itu | nanti | tiket,dapatkan
715,1773910266765,KEEP,Apakah mereka sudah membeli semen cukup?,apakah | cukup | membeli | mereka | semen | sudah,semen
716,1773910304082,KEEP,Dokter memeriksa air mani di laboratorium,air | di | dokter | laboratorium | mani | memeriksa,laboratorium | mani
717,1773910334923,KEEP,Aku belum memahami fungsi imbuhan itu,aku | belum | fungsi | imbuhan | itu | memahami,fungsi | imbuhan
718,1773910356926,KEEP,Inilah alasan aku memilih jalan ini,aku | alasan | ini | inilah | jalan | memilih,inilah
719,1773910374477,KEEP,Dia tidak memakai akal saat marah,akal | dia | marah | memakai | saat | tidak,akal | memakai
720,1773910389060,KEEP,Nilai ujianmu belum keluar hari ini,belum | hari | ini | keluar | nilai | ujianmu,nilai
721,1774199246715,KEEP,Gua lagi nunggu lo di luar,di | gua | lagi | lo | luar | nunggu,gua | lo | nunggu
722,1774199261423,KEEP,Gue belum pernah ke sana,belum | gue | ke | pernah | sana,gue
723,1774199278780,KEEP,Lo bakal ikut kita malam ini?,bakal | ikut | ini | kita | lo | malam,bakal
724,1774199378680,KEEP,Apakah Anda sudah menerima email itu?,anda | apakah | email | itu | menerima | sudah,anda
725,1774199745977,KEEP,Kalian akan berangkat jam berapa?,akan | berangkat | berapa | jam | kalian,kalian
726,1774199767816,KEEP,Beliau pernah mengajar di universitas itu,beliau | di | itu | mengajar | pernah | universitas,beliau | mengajar | universitas
727,1774200425298,KEEP,Kami bukan bagian dari tim tersebut,bagian | bukan | dari | kami | tersebut | tim,tersebut
728,1774200542679,KEEP,Aku bukan lagi mahasiswa di sana,aku | bukan | di | lagi | mahasiswa | sana,mahasiswa
729,1774200552485,KEEP,Mereka bukan teman dekatku dulu,bukan | dekatku | dulu | mereka | teman,dekatku
730,1774200577914,KEEP,Ini bukan pertama kali aku mencoba,aku | bukan | ini | kali | mencoba | pertama,pertama
731,1774200584483,KEEP,Dia bukan satu-satunya pilihan sekarang,bukan | dia | pilihan | satu-satunya | sekarang,satu-satunya
732,1774200599818,KEEP,Rumah itu bukan milik keluargaku,bukan | itu | keluargaku | milik | rumah,keluargaku
733,1774200623142,KEEP,Dia bukan sedang bercanda saat itu,bercanda | bukan | dia | itu | saat | sedang,bercanda
734,1774200683760,KEEP,Ini bukan sesuatu yang harus ditakuti,bukan | ditakuti | harus | ini | sesuatu | yang,ditakuti
735,1774200841188,KEEP,Aku tinggal di apartemen kecil sekarang,aku | apartemen | di | kecil | sekarang | tinggal,apartemen
736,1774200869707,KEEP,"Jangan minum itu, itu racun",itu | jangan | minum | racun,racun
737,1774200897705,KEEP,Aku cuma ingin istirahat sebentar,aku | cuma | ingin | istirahat | sebentar,cuma
738,1774200947074,KEEP,Waktu ini sangat berharga bagiku sekarang,bagiku | berharga | ini | sangat | sekarang | waktu,berharga
739,1774201017711,KEEP,Aku sangat menghargai bantuanmu tadi,aku | bantuanmu | menghargai | sangat | tadi,menghargai
740,1774201126814,KEEP,Dia belum mengatakan alasan sebenarnya,alasan | belum | dia | mengatakan | sebenarnya,mengatakan | sebenarnya
741,1774201224736,KEEP,Aku sering melamun saat perjalanan panjang,aku | melamun | panjang | perjalanan | saat | sering,melamun
742,1774201272597,KEEP,Apa yang sebenarnya terjadi tadi malam?,apa | malam | sebenarnya | tadi | terjadi | yang,terjadi
743,1774201402015,KEEP,Aku tidak bisa larang dia pergi,aku | bisa | dia | larang | pergi | tidak,larang
744,1774201409171,KEEP,Pengunjung dilarang masuk setelah jam sepuluh,dilarang | jam | masuk | pengunjung | sepuluh | setelah,dilarang | pengunjung
745,1774201429313,KEEP,Ini bagian tersulit dari proyek itu,bagian | dari | ini | itu | proyek | tersulit,tersulit
746,1774201499251,KEEP,Ini tugas tersulit yang pernah aku kerjakan,aku | ini | kerjakan | pernah | tersulit | tugas | yang,kerjakan
747,1774201527066,KEEP,Dia adalah anggota termuda di tim ini,adalah | anggota | di | dia | ini | termuda | tim,termuda
748,1774201558255,KEEP,Ini cara termudah untuk menyelesaikan masalah,cara | ini | masalah | menyelesaikan | termudah | untuk,cara | termudah
749,1774201574281,KEEP,Soal ini tidak mudah untuk dipahami,dipahami | ini | mudah | soal | tidak | untuk,dipahami
750,1774201582416,KEEP,Dia masih muda tapi sudah sukses,dia | masih | muda | sudah | sukses | tapi,sukses
751,1774201611579,KEEP,"Aku mau ikut, tapi aku belum siap",aku | belum | ikut | mau | siap | tapi,siap
752,1774201634337,KEEP,"Aku sudah mencoba, tetapi hasilnya belum jelas",aku | belum | hasilnya | jelas | mencoba | sudah | tetapi,tetapi
753,1774201693837,KEEP,Guru akan uji kemampuan kita besok,akan | besok | guru | kemampuan | kita | uji,uji
754,1774201772682,KEEP,Aku belum menandai tanggal itu di kalender,aku | belum | di | itu | kalender | menandai | tanggal,kalender | menandai | tanggal
755,1774201818277,KEEP,Aku tidak pandai bermain catur sejak dulu,aku | bermain | catur | dulu | pandai | sejak | tidak,bermain | catur | pandai
756,1774201834636,KEEP,Rapat itu batal karena hujan deras,batal | deras | hujan | itu | karena | rapat,batal
757,1774201901023,KEEP,Aku tidak izinkan mereka masuk malam ini,aku | ini | izinkan | malam | masuk | mereka | tidak,izinkan
758,1774201942170,KEEP,Segarkan pikiranmu sebelum mengambil keputusan,keputusan | mengambil | pikiranmu | sebelum | segarkan,mengambil | pikiranmu | segarkan
759,1774201956052,KEEP,Kami akan pergi ke pantai saat hari libur,akan | hari | kami | ke | libur | pantai | pergi | saat,libur
760,1774201962659,KEEP,Pikiran itu tidak pernah hilang dariku,dariku | hilang | itu | pernah | pikiran | tidak,pikiran
761,1774202382480,KEEP,Alat ini menjadi penghemat energi di rumah,alat | di | energi | ini | menjadi | penghemat | rumah,energi | penghemat
762,1774202386180,KEEP,Baterai ini tidak punya daya lagi,baterai | daya | ini | lagi | punya | tidak,baterai | daya
763,1774202470436,KEEP,Aku sedang mengisi baterai ponsel sekarang,aku | baterai | mengisi | ponsel | sedang | sekarang,mengisi
764,1774202496498,KEEP,Pesawat itu akan mendarat dalam sepuluh menit,akan | dalam | itu | mendarat | menit | pesawat | sepuluh,mendarat | pesawat
765,1774202515014,KEEP,Aku belum mengisi bensin sejak kemarin,aku | belum | bensin | kemarin | mengisi | sejak,bensin
766,1774202885608,KEEP,Aku sudah menghilangkan ketombe sejak bulan lalu,aku | bulan | ketombe | lalu | menghilangkan | sejak | sudah,ketombe | menghilangkan
767,1774202911465,KEEP,Ketombe itu tidak hilang walau sudah keramas,hilang | itu | keramas | ketombe | sudah | tidak | walau,keramas | walau
